	MACE_pred	av_rating	sentence	worker_0	worker_1	worker_2	worker_3	worker_4	worker_5	worker_6	worker_7	round	batch	sent_id	disagree	agree	neutral
1531	neutral	-0.25	Environmentalists concern is not just that the trillions devoted to rescuing the global financial system mean less cash for the climate-change agenda.	disagrees	neutral	agrees	neutral	disagrees	disagrees	neutral	neutral	4	5	t32	0.00039802109079311096	0.9991838783753286	0.00041810053387824887
1532	agrees	0.875	Global warming has been behind every catastrophe and uprising on the planet.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	neutral	4	5	t33	0.0014415994648453968	0.9718704354923244	0.02668796504283007
1533	neutral	-0.25	2017 average global temperatures are just below the record set in 2013.	neutral	neutral	disagrees	neutral	disagrees	neutral	neutral	neutral	4	5	t34	0.2697987590597882	0.022011608105848013	0.7081896328343639
1534	neutral	0.25	Interest in global warming to snowball.	neutral	neutral	agrees	neutral	agrees	neutral	neutral	neutral	4	5	t35	0.014608109483384969	0.9494526766347208	0.03593921388189433
1535	disagrees	-0.625	It is impossible to know how much global temperatures have really risen.	neutral	disagrees	disagrees	neutral	disagrees	neutral	disagrees	disagrees	4	5	t36	0.11252636799704824	0.27853342219745164	0.6089402098055001
1536	neutral	-0.375	The proposed carbon tax on beef has no chance of becoming reality.	disagrees	disagrees	disagrees	neutral	neutral	neutral	neutral	neutral	4	5	t37	0.003352418960608288	0.5255586185658152	0.4710889624735765
1537	agrees	0.75	They deployment could needlessly delay the process of weaning economies from fossil fuels â the dominant source of global CO2 emissions.	agrees	neutral	neutral	agrees	agrees	agrees	agrees	agrees	4	5	t38	0.26032149620633616	0.02652782631605969	0.7131506774776042
1538	neutral	-0.125	Carbon pricing will jeopardize the future of Canadian industry, which generally exports most of its production to the United States.	neutral	disagrees	agrees	neutral	neutral	disagrees	neutral	neutral	4	5	t39	0.0009874456651183551	0.9912657422960036	0.007746812038878069
1539	agrees	0.75	We need to get rid of fossil fuel subsidies now.	agrees	neutral	agrees	agrees	agrees	agrees	agrees	neutral	4	5	t4	0.11367685380624655	0.002615127288356239	0.8837080189053972
1540	neutral	0.25	Mr. Obama spends a lot of time thinking about his daughters, and he does not want to be the guy who is in a position of doing something about a major global threat and did not do enough.	disagrees	neutral	agrees	agrees	neutral	neutral	agrees	neutral	4	5	t40	0.0022292379947768943	0.09782521484101588	0.899945547164207
1541	agrees	0.75	About 13 million Americans may have to move due to sea level rise by the end of the century, with landlocked states such as Arizona and Wyoming set for a population surge.	agrees	agrees	agrees	neutral	agrees	agrees	agrees	neutral	4	5	t41	0.9086246259837196	0.002158106699797064	0.08921726731648323
1542	agrees	0.75	The U.S. government would use the revenue from a carbon tax to invest in real climate-change mitigation.	neutral	agrees	agrees	agrees	agrees	agrees	neutral	agrees	4	5	t42	0.1972984469118396	0.002938638714439661	0.7997629143737208
1543	neutral	0.5	By 2030, global average sea levels could rise between three and nine inches over 2000 levels, range from six inches to two feet by 2050, and from 19 to 55 inches by 2100.	agrees	agrees	agrees	neutral	neutral	agrees	neutral	neutral	4	5	t43	0.0020690297565127487	0.9341186072666248	0.06381236297686238
1544	disagrees	-0.5	But only half of the carbon dioxide stays up there.	neutral	disagrees	disagrees	neutral	disagrees	neutral	neutral	disagrees	4	5	t44	0.12648345513817064	0.023122991115812126	0.8503935537460173
1545	agrees	0.75	Between 1990 and 2011, carbon dioxide and other gas emissions caused a 30 percent increase in the warming effect on the climate.	agrees	agrees	agrees	neutral	agrees	agrees	neutral	agrees	4	5	t5	0.01801646860480396	0.4245795885670564	0.5574039428281398
1546	neutral	0.375	"The scientists research models indicate the earth is likely to undergo a ""mini ice age"" that may last about a decade."	agrees	neutral	neutral	neutral	neutral	agrees	agrees	neutral	4	5	t6	0.001904293142377768	0.9319628211953884	0.06613288566223377
1547	agrees	0.75	His visit to the United States will inspire Congress to work across the aisle toward solutions to climate change, whether through a carbon tax or through other methods that will reduce our carbon footprint fast.	agrees	neutral	agrees	agrees	agrees	agrees	agrees	neutral	4	5	t7	0.0019221241314071238	0.9413676704353714	0.05671020543322147
1548	agrees	0.875	The carbon released will further warm the planet.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	neutral	4	5	t8	0.0031728589421944303	0.3336287184009996	0.6631984226568061
1549	disagrees	-0.5	Unlike the Arctic, where sharp declines in recent decades in the ice that floats on sea surfaces have been linked to warming, sea ice in the Antarctic has actually increased.	neutral	disagrees	disagrees	neutral	neutral	disagrees	disagrees	neutral	4	5	t9	0.6479417067349755	0.003333002255968482	0.348725291009056
1550	disagrees	-0.75	Global warming is a hoax.	disagrees	disagrees	disagrees	agrees	disagrees	disagrees	disagrees	disagrees	4	6	s0			
1551	agrees	0.625	Alarming levels of sea level rise are predicted to threaten Florida over the next decades.	neutral	neutral	agrees	agrees	neutral	agrees	agrees	agrees	4	6	s1			
1552	neutral	0.125	Over the past several years, the United States has seen an increase in business growth that has counteracted the lingering effects of the recession.	neutral	neutral	neutral	agrees	neutral	neutral	neutral	neutral	4	6	s2			
1553	agrees	1.0	Global warming is happening and it will be dangerous to human health and welfare.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	4	6	s3			
1554	neutral	0.0	Some icebergs are cute.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	4	6	s4			
1555	neutral	-0.125	Although the new global average figures are far less dramatic, the analysis and the wider scope are providing some good news that collectively we are doing something right.	neutral	agrees	neutral	disagrees	neutral	neutral	disagrees	neutral	4	6	t0	0.03136624463564778	0.015080033965216672	0.9535537213991356
1556	agrees	0.625	Arctic sea ice could disappear in the summer within several decades, with severe impacts on wildlife and human communities in the region, and unknown effects on the worldâs weather patterns.	agrees	neutral	agrees	agrees	neutral	neutral	agrees	agrees	4	6	t1	0.0039467449154020244	0.6158805371150097	0.3801727179695883
1557	disagrees	-0.5	For example, stressing the idea that human activity is behind global warming can be counterproductive.	disagrees	disagrees	disagrees	agrees	disagrees	neutral	neutral	disagrees	4	6	t10	0.5441272994932767	0.002959418272735745	0.4529132822339877
1558	agrees	0.75	The overall trend over decades to more intense and more frequent heat waves is definitely a signal of global warming.	agrees	agrees	agrees	disagrees	agrees	agrees	agrees	agrees	4	6	t11	0.0014850836967456372	0.01540824401754696	0.9831066722857074
1559	neutral	0.125	A group of American scientists is rescued from an island off Antarcticaâs coast after ice prevented a U.S. Antarctic Program research vessel from reaching them.	neutral	neutral	neutral	agrees	neutral	neutral	neutral	neutral	4	6	t12	0.002314162827110985	0.05507908899665905	0.94260674817623
1560	neutral	0.125	We can devise and build flood barriers; we can cap and control the spewing of carbon and methane into the air.	neutral	neutral	neutral	agrees	disagrees	neutral	neutral	agrees	4	6	t13	0.0010292820252897207	0.9974392820190212	0.0015314359556888935
1561	agrees	1.0	A rapid shift away from those fuels over coming decades would preserve much of the ice, or at least slow the melting drastically.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	4	6	t14	0.025988948463830756	0.02321066194129464	0.9508003895948746
1562	neutral	0.25	People are so addicted to their carbon fuelled lifestyles.	agrees	neutral	neutral	disagrees	agrees	neutral	agrees	neutral	4	6	t15	0.003811466695252085	0.3608698961128391	0.6353186371919088
1563	disagrees	-0.5	Global travel and trade, not climate change, brought the first cases of chikungunya, a mosquito-borne tropical disease, to Florida.	disagrees	disagrees	disagrees	agrees	disagrees	neutral	neutral	disagrees	4	6	t16	0.019810766695475414	0.0014518532994633108	0.9787373800050612
1564	agrees	1.0	Climate change is already dragging down the output of wheat and corn at a global scale, compared with what it would otherwise be.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	4	6	t17	0.003805650009008105	0.76030092730628	0.2358934226847119
1565	neutral	0.0	Older Americans are slightly less inclined to support a candidate who calls for action to reduce global warming and similarly less negative toward a candidate who rejects the premise of global warming.	neutral	agrees	neutral	disagrees	neutral	neutral	neutral	neutral	4	6	t18	0.8875426519435471	0.0035817187566149476	0.10887562929983784
1566	neutral	0.125	During the last ice age, about 10,000 years ago, some 17 bird species went extinct on Abaco because of a warming, wetter climate and rising sea levels.	neutral	agrees	neutral	disagrees	neutral	neutral	neutral	agrees	4	6	t19	0.0018937172402905989	0.9962989674799672	0.0018073152797421386
1567	disagrees	-0.5	Mr. Wall is exaggerating the impact of carbon taxes on investment decisions.	neutral	disagrees	neutral	neutral	disagrees	disagrees	neutral	disagrees	4	6	t2	0.0006110159889163122	0.0009231219824477009	0.9984658620286361
1568	agrees	0.875	10 of the worldâs biggest oil companies, including BP, Royal Dutch Shell, Saudi Aramco, Repsol of Spain, Eni of Italy and Total industry must help address global climate change.	agrees	neutral	agrees	agrees	agrees	agrees	agrees	agrees	4	6	t20	0.07793032204237271	0.035410146717734445	0.8866595312398928
1569	disagrees	-1.0	Global warming has not caused an increase in the frequency or intensity of hurricanes.	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	4	6	t21	0.0009792483667258073	0.9974929615320656	0.0015277901012085882
1570	neutral	0.25	Accurate data would be needed if a new international treaty on global warming, including national commitments to reduce greenhouse gas emissions, is to succeed.	neutral	agrees	neutral	agrees	neutral	neutral	neutral	neutral	4	6	t22	0.006336824303206489	0.3870263755443235	0.6066368001524699
1571	agrees	0.75	Unchecked climate change could not only cause a flood of new environmental migrants to Europe.	agrees	agrees	agrees	neutral	neutral	agrees	agrees	agrees	4	6	t23	0.8889262715739487	0.0033493001784260625	0.10772442824762543
1572	agrees	0.75	It's the strength [ of these hurricanes ] that 's almost certainly associated with global warming.	agrees	agrees	agrees	disagrees	agrees	agrees	agrees	agrees	4	6	t24	0.00097675928721804	0.9975013643995038	0.0015218763132782561
1573	neutral	0.375	We already pay a â carbon tax â in the actual costs of greenhouse gas pollution.	neutral	neutral	neutral	neutral	neutral	agrees	agrees	agrees	4	6	t25	0.002110789598272936	0.009278556682775684	0.9886106537189512
1574	disagrees	-0.875	Itâs not a global warming thing.	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	neutral	disagrees	4	6	t26	0.0037713134310267404	0.05693361661533097	0.9392950699536422
1575	disagrees	-0.75	I am also old enough to remember when Climate Change was called Global Warming and then had to be re-branded because God made it snow every time Al Gore gave a speech.	disagrees	neutral	disagrees	disagrees	disagrees	neutral	disagrees	disagrees	4	6	t27	0.002029991812920628	0.9782540105137144	0.019715997673365026
1576	agrees	0.625	Doing something about climate change is loving our global neighbor.	agrees	agrees	neutral	disagrees	agrees	agrees	agrees	agrees	4	6	t28	0.9984695458700372	0.0006311985977253118	0.0008992555322374727
1577	neutral	0.375	Even small changes in sea levels can lead to flooding and erosion.	neutral	neutral	neutral	neutral	neutral	agrees	agrees	agrees	4	6	t29	0.0013646161971934778	0.011580575534296077	0.9870548082685104
1578	neutral	0.25	There is a net loss of ice from Antarcticaâs ice sheets and glaciers.	neutral	neutral	neutral	agrees	neutral	neutral	agrees	neutral	4	6	t3	0.002929653695535388	0.9139442677407132	0.0831260785637514
1579	neutral	-0.25	The sea is very large compared to the means we had to exploit it.	neutral	neutral	disagrees	disagrees	neutral	neutral	neutral	neutral	4	6	t30	0.0017740786239413637	0.9964742148740916	0.0017517065019668654
1580	neutral	0.125	The Obama administrationâs efforts to use the Clean Air Act to fight global warming could withstand legal challenges.	agrees	neutral	neutral	disagrees	neutral	neutral	neutral	agrees	4	6	t31	0.0034110169879940115	0.2110685618586784	0.7855204211533277
1581	agrees	1.0	The loss of Arctic sea ice, which bears rely on for hunting and denning, is accelerating to record levels due to global warming.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	4	6	t32	0.9815943952240502	0.00135812744651422	0.0170474773294356
